,D-Stat,Boot Mean,StdDev,Z-Score,ABBBA,BABBA,nloci
0,0.302934832342,0.301966323531,0.0288872460445,10.4868020951,519.104166667,277.71875,8639.0
1,0.312298392562,0.312542266245,0.0285253443508,10.9481024566,504.291666667,264.270833333,8439.0
2,0.299885726724,0.299594157561,0.0304259997973,9.8562324565,497.666666667,268.041666667,8340.0
3,0.312356564803,0.314326005035,0.0304521168635,10.2573021837,452.708333333,237.208333333,7458.0
4,0.294781382228,0.294475441349,0.0294847293958,9.9977645469,506.8125,276.041666667,8538.0
5,0.29108684404,0.289829336118,0.0287870701825,10.1117217624,493.854166667,271.166666667,8562.0
